input,ingredient_name
"1 medium onion, peeled and chopped",onion
1 teaspoon olive oil,olive oil
"6 small onions, peeled and quartered",onions
"4 small baking potatoes, peeled and cut into 6 pieces",potatoes
"8 medium-size carrots, peeled, halved crosswise and quartered lengthwise",carrots
2 heads roasted garlic,garlic
"2 pheasants, wing tips removed",pheasants
Freshly ground pepper to taste,pepper
"1/2 teaspoon salt, plus more to taste",salt
1 tablespoon chopped Italian parsley,Italian parsley
"2 1/2 cups mixed wild mushrooms, like shiitake, cremini and portobello",mushrooms
"2 cloves garlic, peeled and minced",garlic
1 1/2 teaspoons olive oil,olive oil
1 cup shelled chestnuts,chestnuts
4 cups torn spinach leaves,spinach leaves
Salt and freshly ground pepper to taste,Salt pepper
6 squab breasts,squab breasts
"6 slices bacon, cut into 1/2-inch cubes",bacon
Freshly ground pepper to taste,pepper
1 teaspoon salt,salt
1/4 cup olive oil,olive oil
4 teaspoons apple-cider vinegar,applecider vinegar
2 teaspoons Dijon mustard,Dijon mustard
1/2 cup yellow cornmeal,cornmeal
"2 shallots, peeled and minced",shallots
2 teaspoons salt,salt
2 1/2 cups water,water
16 thin slices pancetta,pancetta
Salt and freshly ground pepper to taste,Salt pepper
12 sprigs fresh rosemary,rosemary
"8 quails, wing tips removed",quails
4 12-inch flour tortillas or 8 7- or 8-inch flour tortillas,flour tortillas
1/4 cup or more juice from tomato can,juice
8 to 10 canned plum tomatoes,plum tomatoes
1/8 teaspoon ground cloves,cloves
1/4 teaspoon ground cinnamon,cinnamon
"1/2 to 1 whole jalapeno or Serrano chili, minced",chili
1/2 cup toasted almonds,almonds
1 6-ounce can tomato paste,tomato
1/2 cup raisins,raisins
1/2 cup raw rice,raw rice
1 cup water,water
"2 large onions, chopped coarsely",onions
1 tablespoon corn or canola oil,oil
3/4 pound extra-lean ground beef,beef
1 1/4 pounds ground turkey,turkey
Chopped or halved pecans for decoration,pecans decoration
"1 tablespoon vanilla extract, bourbon or rum",vanilla
"8 ounces unsalted butter, softened, plus additional if needed","butter softened, additional"
1/2 cup whole milk,milk
2/3 cup sugar,sugar
4 egg yolks,egg yolks
1 tablespoon white vinegar,vinegar
1 teaspoon baking soda,soda
2 bottles (1 ounce each) red food coloring, 
1 teaspoon vanilla extract,vanilla
1 cup buttermilk,buttermilk
2 eggs,eggs
1/2 cup vegetable shortening,vegetable shortening
1 1/2 cups sugar,sugar
1 teaspoon salt,salt
1 tablespoon unsweetened cocoa powder,cocoa
2 cups all-purpose flour plus extra for dusting pans,allpurpose flour dusting pans
Butter for greasing pans,butter greasing pans
1 1/2 teaspoons vanilla extract,vanilla
2 tablespoons butter,butter
1 cup pecan halves or pieces,pecan
1/2 cup evaporated milk,evaporated milk
1 cup granulated sugar,sugar
1 cup firmly packed dark brown sugar,sugar
1 1/2 cups light corn syrup,corn syrup
2 cups sugar,sugar
1 quart kumquats,kumquats
Freshly ground black pepper,black pepper
"1 teaspoon salt, or to taste",salt
"1/2 cup chicken or turkey stock, or more",stock
3 tablespoons chopped cilantro,cilantro
3 teaspoons minced fresh sage,sage
3 teaspoons fresh thyme leaves,thyme leaves
8 cups coarsely crumbled corn bread (this is the yield of an 8-by-8 pan),corn bread
1/4 cup bourbon,bourbon
"6 cloves garlic, minced",garlic
"1 cup chopped chayote, optional",chayote
"1 sweet red pepper, chopped",pepper
"4 to 6 serrano chilies, deribbed, seeded and minced",serrano chilies
1/2 cup diced carrots,carrots
1 cup diced celery,celery
1 cup chopped onions,onions
1/2 cup butter,butter
1 tablespoon oil,oil
1 pound chorizo,chorizo
4 cups chicken or other stock,stock
Salt,Salt
"1 cup dried apricots, about 1/2 pound",apricots
"1 big or 2 medium sweet potatoes (about 1 1/2 pounds), peeled and cut into chunks",potatoes
"2 teaspoons curry powder, or to taste",curry
1 tablespoon butter,butter
Sour cream or crème fraîche,cream
Sugar (optional),Sugar
1 tablespoon orange-flower water (optional),orangeflower water
1 tablespoon rose water (optional),rose water
"1/2 cup pine nuts, slivered blanched almonds, unsalted pistachios or a mixture",pine nuts
"2 pounds assorted dried fruit (apricots, figs, peaches, pears, prunes, raisins, apples or others)",fruit
Confectioners' sugar,sugar
Scant cup walnuts,walnuts
Pinch salt,salt
2 cups cranberries,cranberries
1 cup half-and-half or whole milk,halfandhalf
1 cup flour,flour
2 eggs,eggs
1 cup sugar,sugar
1 tablespoon butter (for greasing pan),butter
1 tablespoon golden raisins,golden raisins
2/3 cup confectioners' sugar,confectioners' sugar
1 tablespoon each slivered almonds and golden raisins for garnish,almonds
"Small clay doll, coin or other good-luck trinket (optional)",clay doll
1/2 teaspoon cinnamon,cinnamon
1/2 cup golden raisins,golden raisins
2 tablespoons sugar,sugar
1/2 cup chopped blanched almonds,almonds
2 large eggs,eggs
8 tablespoons butter,butter
2/3 cup plus 1 tablespoon milk,milk
1 teaspoon salt,salt
1 package yeast,yeast
"3 1/2 cups flour, approximately",flour
Minced fresh parsley for garnish,parsley
Sprig of fresh thyme or 1/2 teaspoon dried thyme,thyme
10 to 12 peppercorns,peppercorns
1 bay leaf,bay
1 carrot cut in two,carrot
1 parsley sprig,parsley
"1 celery rib, cut in two",celery rib
"1 onion, crosscut at the root end",onion
"2 cotechini (Italian garlic sausages), about 1 pound each (available at Italian butcher shops)",cotechini
Sprigs of Italian parsley for garnish,Italian parsley
Salt and freshly ground black pepper to taste,Salt black pepper
2 bay leaves,bay leaves
"1 16-ounce can peeled Italian tomatoes, crushed",Italian tomatoes
"4 to 5 parsley sprigs, minced",parsley
"1 carrot, chopped",carrot
"2 celery stalks, chopped",celery
"2 cloves garlic, chopped",garlic
"1 medium onion, chopped",onion
"3 ounces of pancetta (cured sausage made from pigs' stomachs, available at Italian butcher shops), finely diced",pancetta
3 tablespoons extra-virgin olive oil,extravirgin olive oil
"2 cups lentils, picked over and washed",lentils
1/2 cup sweet sherry,sherry
3 tablespoons sugar,sugar
1 1/2 cups water,water
1 tablespoon lemon juice,lemon
2 large ripe pears,pears
Salt and freshly ground black pepper,Salt black pepper
2 tablespoons extra-virgin olive oil,olive oil
3/4 pound small new potatoes,potatoes
"3 ripe plum tomatoes, chopped fine",tomatoes
"1 small onion, chopped fine",onion
3 large sprigs fresh thyme or 3/4 teaspoon dried thyme,thyme
"1 large clove garlic, sliced",garlic
Salt and freshly ground black pepper,Salt black pepper
"1 whole sea bass, about 2 1/4 pounds, gutted",sea bass
Y cup extra-virgin olive oil,olive oil
1 tablespoon hot water,water
1 teaspoon lemon juice,lemon
1 cup confectioners' sugar,confectioners' sugar
1 egg,egg
Pinch black pepper,black pepper
Pinch ground cloves,cloves
1 teaspoon ground cardamom,cardamom
1/2 teaspoon ground cinnamon,cinnamon
"1 cup candied lemon peel, minced",lemon
1 3/4 cups hulled almonds,almonds
1 tablespoon baking powder, 
5 1/2 cups flour,flour
2 tablespoons butter,butter
Scant cup sugar,sugar
1 1/2 cups of honey,honey
2 ounces unsweetened cocoa powder,cocoa
1 pound semisweet or bittersweet chocolate,chocolate
3 tablespoons Grand Marnier or other liqueur or flavoring,Grand Marnier
1 cup heavy cream,cream
12 ounces semisweet or bittersweet chocolate,chocolate
1/2 cup brandy,brandy
2 8-ounce jars mincemeat,mincemeat
About 4 to 6 tablespoons cold water,water
1 beaten egg,egg
2 teaspoons sugar,sugar
1 teaspoon salt,salt
1 1/2 cups unsalted butter,butter
"4 cups all-purpose flour, sifted",allpurpose flour
2 tablespoons finely chopped parsley,parsley
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
1 3/4 cups fresh or canned chicken broth,chicken
2 sprigs fresh parsley,parsley
1 sprig fresh thyme or 1/2 teaspoon dried,thyme
1 bay leaf,bay
1 cup kasha,kasha
1/2 teaspoon finely minced garlic,garlic
2 tablespoons butter,butter
1/2 cup finely chopped onions,onions
1 tablespoon finely chopped parsley,parsley
2/3 cup dry white wine,wine
6 fresh basil leaves or 1 teaspoon dried,basil leaves
1 sprig fresh thyme or 1/2 teaspoon dried,thyme
"1 large, red ripe tomato, about 1/2 pound",tomato
2 tablespoons finely chopped shallots,shallots
2 tablespoons finely chopped onion,onion
2 tablespoons butter,butter
"8 large shrimp, about 1/2 pound, shelled and deveined",shrimp
Salt to taste if desired,Salt
Freshly ground pepper to taste,pepper
1/4 teaspoon Tabasco sauce,Tabasco
1/4 cup heavy cream,cream
"5 skinless, boneless chicken breast halves, about 1 1/2 pounds",chicken
1/4 teaspoon ground nutmeg,nutmeg
2 tablespoons sugar,sugar
2 tablespoons,Grand Marnier
6 tablespoons maple syrup,maple syrup
6 tablespoons dried cranberries,cranberries
"6 heaping tablespoons toasted, chopped pecans",pecans
2 cups fresh cranberries,cranberries
"2 oranges, pitted, peel removed from one orange",oranges
Salt to taste,Salt
1/2 cup heavy cream,cream
1 cup hot milk,milk
2 tablespoons unsalted butter,butter
1 rib celery,celery rib
2 cups fresh or canned chicken stock,chicken
2 pounds peeled and skinned chestnuts,chestnuts
"1/2 to 1 cup stock, depending on desired moistness",stock
Kosher salt and freshly ground black pepper to taste,salt black pepper
"2 tablespoons Cognac or 4 tablespoons Madeira, port or dry sherry",Cognac
"1/2 cup Italian parsley, chopped",parsley
1 cup walnut pieces,walnut
"1 cup mild, pitted California-style black olives, sliced",black olives
"1 loaf good bread, sliced",bread
"1 teaspoon fresh thyme, chopped",thyme
"1/2 cup celery, very thinly sliced",celery
"1 cup onions, peeled and chopped",onions
"1 turkey liver, minced",turkey liver
1 pound bulk pork sausage,pork sausage
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1/4 pound crumbled blue cheese,blue cheese
1 tablespoon white wine vinegar,wine vinegar
1/2 cup sour cream,cream
1 tablespoon lemon juice,lemon
1/4 cup finely chopped parsley,parsley
2 tablespoons finely chopped onion,onion
1 teaspoon finely minced garlic,garlic
"1 cup mayonnaise, preferably homemade",mayonnaise
Blue cheese (See recipe),Blue cheese
Celery sticks,Celery sticks
1 tablespoon white vinegar,vinegar
"2 to 5 tablespoons Frank's Louisiana hot sauce, bottled (See note)",sauce
4 tablespoons butter,butter
"1 two-pound rabbit, dressed weight, deep-fried (<a href=""http://cooking.nytimes.com/recipes/266-deep-fried-rabbit"">see recipe</a>)",rabbit
2 cups flour,flour
"8 cups corn, peanut or vegetable oil",corn oil
1/4 teaspoon Tabasco sauce,Tabasco
3 teaspoons freshly ground pepper,pepper
"Salt to taste, if desired",Salt
1 1/4 cups milk,milk
1 tablespoon finely chopped parsley,parsley
"1 2-pound rabbit, dressed weight, cut into serving pieces",rabbit
1 tablespoon freshly squeezed lemon juice,lemon
4 tablespoons butter,butter
"2 tablespoons corn, peanut or vegetable oil",corn oil
1/8 teaspoon Tabasco sauce,Tabasco
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1/8 teaspoon freshly grated nutmeg,nutmeg
1 1/4 cups fine fresh bread crumbs,bread crumbs
1 pound lean rabbit meat,rabbit meat
Freshly ground peppper to taste,peppper
"Salt to taste, if desired",Salt
2 teaspoons lemon juice,lemon
1 teaspoon Worcestershire sauce,Worcestershire
1 tablespoon finely chopped parsley,parsley
1 tablespoon Dijon-style mustard,mustard
2 tablespoons butter at room temperature,butter
2 tablespoons melted butter,butter
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
"8 lean pieces of rabbit loin trimmed of all gristle and outer membranes, about 1 1/4 pounds",rabbit loin
2 tablespoons finely chopped parsley,parsley
1 sprig fresh rosemary or 1/2 teaspoon dried,rosemary
1 bay leaf,bay
2 sprigs fresh parsley,parsley
2 sprigs fresh thyme or 1/2 teaspoon dried,thyme
2 tablespoons Dijon-style mustard,mustard
1 cup fresh or canned chicken broth,chicken
2 cups very dry white wine,wine
1 tablespoon tomato paste,tomato
2 tablespoons flour,flour
1 teaspoon finely minced garlic,garlic
"1/2 pound carrots, trimmed and scraped and cut into 1/4-inch cubes, about 1 cup",carrots
1/2 pound small white mushrooms,mushrooms
"24 pearl onions, peeled, about 1 cup",onions
"2 tablespoons corn, peanut or vegetable oil",corn oil
6 ounces lean salt pork cut into 1/2-inch cubes,pork
"Salt to taste, if desired",Salt
Freshly ground pepper to taste,pepper
"1 3-pound rabbit, dressed weight, cut into serving pieces",rabbit
2 tablespoons freshly grated or bottled horseradish,horseradish
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
"3 cups red, ripe tomatoes cut into 1/2-inch cubes, about 3 cups",tomatoes
1 tablespoon red-wine vinegar,redwine vinegar
1/2 teaspoon finely minced garlic,garlic
1/2 cup finely chopped onion,onion
1 tablespoon olive oil,olive oil
1 tablespoon butter,butter
"Tomato and horseradish sauce (<a href=""http://cooking.nytimes.com/recipes/6198-tomato-and-horseradish-sauce"">see recipe</a>)",Tomato horseradish
1/2 teaspoon dried thyme,thyme
2 whole allspice,allspice
1 bay leaf,bay
2 whole cloves,cloves
"12 baby carrots, trimmed and scraped, about 1 pound",carrots
"8 red, waxy potatoes, about 1 pound",potatoes
1 1/2 cups fresh or canned chicken broth,chicken
1/2 cup dry white wine,wine
1 tablespoon finely minced garlic,garlic
1 cup finely chopped onion,onion
1 smoked pork butt (porkette) about 1 1/2 pounds,pork butt
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
"4 whole chicken legs, separated, about 2 pounds",chicken leg
"1/4 pound lean bacon, cut into 1/2-inch pieces",bacon
"1 head Chinese cabbage, about 3 1/2 pounds",Chinese cabbage
"2 tablespoons freshly grated Parmesan cheese, plus extra cheese to serve on the side",Parmesan cheese
2 tablespoons freshly squeezed lemon juice,lemon
4 tablespoons heavy cream,cream
1/2 pound fresh or dried linguine (see note),linguine
1 tablespoon freshly grated lemon rind,lemon rind
2 tablespoons butter,butter
Salt to taste if desired,Salt
"10 cups of water, approximately",water
2 tablespoons finely chopped parsley,parsley
"6 tablespoons corn, peanut or vegetable oil, approximately",Oil
1 cup flour,flour
1 tablespoon red-wine vinegar,redwine vinegar
1 tablespoon honey,honey
2 tablespoons drained capers,capers
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
2 whole cloves,cloves
3 tablespoons butter,butter
"2 onions, peeled and cut into thin slices",onions
1/3 cup milk,milk
1 1/4 pounds fresh chicken livers,chicken livers
2 tablespoons finely chopped red onion,onion
1/4 cup finely chopped tomatoes,tomatoes
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1 teaspoon finely chopped fresh coriander,coriander
1 1/2 teaspoons finely chopped seeded jalapeno peppers,jalapeno peppers
3 tablespoons olive oil,olive oil
1 tablespoon lime juice,lime
Lime wedges for garnish,Lime wedges
2 tablespoons finely chopped coriander,coriander
"Mexican vinaigrette sauce (<a href=""http://cooking.nytimes.com/recipes/1064-mexican-vinaigrette-sauce"">see recipe</a>)",vinaigrette
1/2 cup water,water
"24 mussels, about 1 pound",mussels
1 tablespoon freshly squeezed lime juice,lime
1 1/2 cups cubed avocado,avocado
2 tablespoons finely chopped seeded jalapeno peppers,jalapeno peppers
1/3 cup chopped fresh coriander,coriander
"6 tablespoons chopped onions, preferably red",onions
1 cup cubed fresh red ripe tomatoes,tomatoes
"Mexican salsa cruda with avocado (<a href=""http://cooking.nytimes.com/recipes/1062-mexican-salsa-cruda-with-avocado-a-raw-tomato-sauce"">see recipe</a>)",salsa cruda
1/4 cup finely chopped cilantro or parsley,cilantro
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1 cup raisins,raisins
"Ginger butterscotch sauce, for serving (see recipe)",Ginger butterscotch
Healthy splashes of extra-virgin olive oil,extravirgin olive oil
A little gesture of balsamic vinegar,balsamic vinegar
1/2 teaspoon lemon juice,lemon
1/2 cup confectioners' sugar,confectioners' sugar
2 teaspoons milk,milk
1/2 teaspoon ground allspice,allspice
1 1/2 cups all-purpose flour,allpurpose flour
1 1/4 cups whole wheat flour,wheat flour
1 large egg,egg
1 teaspoon salt,salt
1/2 teaspoon pure lemon extract,pure lemon
3/4 cup warm water,water
"4 tablespoons unsalted butter, melted and cooled",butter
6 tablespoons sugar,sugar
1 1/4-ounce package active dry yeast,yeast
1/2 cup plus 3 tablespoons whole wheat flour,wheat flour
1/2 teaspoon pure lemon extract,lemon
1 teaspoon pure vanilla extract,vanilla
1 tablespoon ground ginger,ginger
2 teaspoons lemon zest,lemon
"4 large egg whites, lightly beaten",egg
1 cup confectioners' sugar,confectioners' sugar
6 tablespoons unsalted butter at room temperature,butter
1/4 teaspoon pure vanilla extract,vanilla
2 tablespoons confectioners' sugar,confectioners' sugar
1/2 teaspoon lemon juice,lemon
"1/4 cup plain, unflavored yogurt",yogurt
"1 6-ounce jar English Devon cream, available in many specialty food shops and some supermarkets",English Devon cream
"1 sprig holly Devon cream-yogurt sauce (<a href=""http://cooking.nytimes.com/recipes/1057-devon-cream-yogurt"">see recipe</a>)",holly Devon creamyogurt
"3 tablespoons Cognac, plus 1/4 cup warm Cognac",Cognac
1 tablespoon lemon juice,lemon
2 tablespoons orange juice,orange
2 large eggs,eggs
1/4 teaspoon salt,salt
Generous pinch ground cloves,cloves
1/4 teaspoon freshly grated nutmeg,nutmeg
1/4 teaspoon ground ginger,ginger
1/4 cup dark brown sugar,sugar
1 cup bread crumbs,bread crumbs
1/2 cup whole wheat flour,wheat flour
"4 tablespoons unsalted butter, cut into a 1/4-inch dice",butter
1/4 cup slivered blanched almonds,almonds
1 teaspoon lemon zest,lemon
2 teaspoons orange zest,orange
"1 small carrot, grated",carrot
"1 medium Granny Smith apple, peeled, cored and coarsely chopped",apple
1/4 cup glaceed red cherries,cherries
1/4 cup coarsely chopped mixed candied fruit,fruit
1 1/2 cups seeded muscat raisins,raisins
"Cranberry relish, chestnuts, pickles and potato chips as accompaniments, optional",Cranberry relish
6 tablespoons homemade mayonnaise,mayonnaise
4 leaves of soft green-leaf lettuce,lettuce
"1 large ripe tomato, sliced",tomato
"1/2 medium red onion, thinly sliced",onion
12 ounces sliced turkey meat,turkey meat
1 cup of turkey stuffing,turkey stuffing
1 round loaf of crusty French or Italian white bread,bread
Additional sour cream or creme fraiche for topping,cream
1 tablespoon plus 1 1/2 teaspoons granulated sugar,sugar
1 tablespoon plus 1 1/2 teaspoons granulated sugar,sugar
4 egg whites,egg
"3 tablespoons sour cream or crème fraîche, more for topping",cream
1 1/2 teaspoons baking soda,soda
1 tablespoon ground ginger,ginger
1/4 teaspoon ground cloves,cloves
1 1/2 teaspoon ground cinnamon,cinnamon
1 cup flour,flour
1/2 teaspoon grated nutmeg,nutmeg
2 egg yolks,egg
1/2 cup blackstrap molasses,molasses
6 tablespoons butter,butter
1/4 cup dark brown sugar,sugar
4 tablespoons maple sugar or dark brown sugar,sugar
4 tablespoons butter,butter
8 ounces cranberries,cranberries
1 1/2 cups white wine,wine
1 cinnamon stick,cinnamon
1 3-inch knob of ginger,ginger
2 tablespoons finely julienned prosciutto,prosciutto
4 tablespoons creme fraiche,creme fraiche
2 cups peanut oil for frying,peanut oil
"1 tablespoon yellow bell pepper, diced",pepper
"1 tablespoon red bell pepper, diced",pepper
3 egg yolks,egg
"1 scallion, diced",scallion
1 tablespoon potato flour or cornstarch,potato flour
1 cup leftover mashed potatoes,potatoes
2 to 3 tablespoons cold water,water
1 tablespoon unsalted butter,butter
1/3 cup vegetable shortening,shortening
1/2 teaspoon salt,salt
1 cup unbleached flour,flour
1 tablespoon water,water
1 egg,egg
"Flaky pastry (<a href=""http://cooking.nytimes.com/recipes/1052-flaky-pastry"">see recipe</a>)",Flaky pastry
"1 ounce fresh black truffles, slivered",black truffles
"4 ounces fresh foie gras, cut in tiny batons",foie gras
4 ounces unsalted butter,butter
1 cup heavy cream,cream
2 bay leaves,bay
2 tablespoons vegetable oil,vegetable oil
1 tablespoon flour,flour
1 medium boiling potato,potato
1 cup dry white wine,wine
1 tablespoons whole black peppercorns,black peppercorns
2 tablespoons fresh thyme or 2 teaspoons dried thyme,thyme
3 medium onions,onions
2 medium carrots,carrots
3 stalks celery,celery
1 roast turkey carcass,turkey carcass
Pinch cinnamon,cinnamon
1/4 cup coarsely chopped toasted pecans,pecans
Pinch salt,salt
1 teaspoon baking soda,soda
2 cups sifted flour,flour
1 1/2 cups pureed cooked sweet potato,potato
1 cup sugar,sugar
2 eggs,eggs
"1/2 cup unsalted butter, softened",butter
1 tablespoon finely chopped parsley,parsley
1 teaspoon Dijon-style mustard,mustard
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
3 tablespoons heavy cream,cream
1/3 cup finely chopped onion,onion
1 tablespoon butter,butter
"3/4 pound baby carrots, about 36",carrots
2 tablespoons chopped parsley,parsley
2 tablespoons chopped parsley,parsley
1 1/2 cups crushed tomatoes (see note),tomatoes
2 teaspoons finely minced garlic,garlic
2 tablespoons butter,butter
1 cup finely chopped onions,onions
"1 small leek, about 1/4 pound",leek
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
1/4 teaspoon dried thyme,thyme
"1 onion, about 1/4 pound peeled and stuck with 2 whole cloves",onion
1 bay leaf,bay
6 cups cold water,water
1 pound lentils,lentils
1/4 cup freshly grated Parmesan cheese,Parmesan cheese
1/3 cup heavy cream,cream
1/4 teaspoon freshly grated nutmeg,nutmeg
2 tablespoons butter,butter
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
"2 potatoes, about 1 pound",potatoes
"1 large celery root, about 2 pounds",celery
2 tablespoons finely chopped fresh herbs like basil or parsley,herbs
2 tablespoons red-wine vinegar,redwine vinegar
1 teaspoon finely chopped fresh rosemary or half the amount dried,rosemary
1 tablespoon finely chopped shallots,shallots
1 tablespoon finely minced garlic,garlic
4 tablespoons olive oil,olive oil
"2 tablespoons corn, peanut or vegetable oil",oil
1/2 cup flour,flour
"3 tomatoes, about 1 1/4 pounds",tomatoes
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1/3 cup milk,milk
"4 skinless, boneless skate wings, about 2 1/4 pounds",skate wings
1 teaspoon ground cinnamon,cinnamon
1/4 teaspoon ground cloves,cloves
2 teaspoons ground ginger,ginger
1/2 teaspoon salt,salt
3/4 teaspoon double-acting baking powder, 
4 1/2 cups all-purpose flour,flour
1/2 cup honey,honey
1 cup granulated sugar,sugar
1 large egg,egg
1 cup heavy cream,cream
1/2 pound unsalted butter,butter
1/2 teaspoon ground ginger,ginger
6 tablespoons sugar,sugar
1/2 cup flour,flour
1 teaspoon brandy,brandy
4 tablespoons light corn syrup,corn syrup
2 ounces butter,butter
Sugar,Sugar
8 ounces mincemeat,mincemeat
1 egg,egg
3 tablespoons brandy,brandy
8 ounces short-crust pastry,pastry
1 scant teaspoon oregano,oregano
"1 1/2 cups canned hominy (1 pound), drained",hominy
"1 large chili poblano, roasted and peeled or 2 canned, peeled green chilis",chilis
3 large chilis anchos,chilis anchos
Coarse salt and freshly ground pepper to taste,salt pepper
"3 cloves garlic, peeled",garlic
1 large onion,onion
2 pounds honeycomb tripe,honeycomb tripe
1 calf's foot (about 1-1 1/2 pounds),calf's foot
"2 lemons, thinly sliced",lemons
"1 to 2 cloves garlic, passed through a garlic press",garlic
3 tablespoons chopped parsley,parsley
"4 egg yolks, beaten with 1/4 cup heavy cream and 2 tablespoons lemon juice",egg yolks
4 to 5 cups chicken stock,chicken
3 cloves,cloves
1/2 teaspoon nutmeg,nutmeg
4 sprigs parsley,parsley
1/2 teaspoon thyme,thyme
"1 onion, sliced",onion
"4 stalks celery, sliced",celery
"4 carrots, sliced",carrots
"4 leeks, carefully cleaned and cut into half-inch pieces",leeks
4 tablespoons butter,butter
Coarse salt and freshly ground pepper to taste,coarse salt pepper
"1 6 to 8-pound capon, cut into eight pieces",6 8pound capon
"4 scallions, white and light green parts only, thinly sliced",scallions
2 teaspoons kosher salt,kosher salt
"1 pound mixed dark greens (chard, lacinato kale, spinach), washed, stems removed and cut into broad ribbons",mixed dark greens
"2 large leeks, white and light green parts only, cut into 1/8-inch slices (about 2 cups)",leeks
"1/3 cup, plus 3 tablespoons, extra-virgin olive oil",e
"1 large potato, peeled and diced",potato
"1/2 pound string beans, cut in 1-inch pieces",string beans
"1/2 pound small zucchini, cut in 1-inch pieces","zucchini,"
"2 stalks celery, sliced","celery,"
"1/2 pound baby carrots, cut in half","carrots,"
4 tablespoons extra virgin olive oil,virgin olive oil
"2 leeks, sliced","leeks,"
"1 clove garlic, minced","garlic,"
"1 medium onion, coarsely chopped","onion,"
1 1/2 cups dried cannellini beans,cannellini beans
2 tablespoons dark Karo syrup,dark Karo syrup
"1/2 pound shelled, coarsely broken pecan halves, about 2 cups, toasted (see note)","coursely broken pecan halves, about 2 cups"
1/2 cup milk,milk
1/2 cup heavy cream,cream
8 tablespoons butter,butter
1 1/2 cups granulated sugar,granulated sugar
1 1/2 cups brown sugar,sugar
Melted butter for greasing the pans,butter greasing pans
4 tablespoons heavy cream,cream
4 cups chopped pecans,pecans
"1 cup, plus 4 tablespoons, light brown sugar",light sugar
4 tablespoons granulated sugar,sugar
1/2 cup honey,honey
"2 raw beets, peeled and finely grated",raw beets
"¼ raw red cabbage with its core cut out, very finely sliced",raw cabbage
1/2 teaspoon baking powder, 
"1 small red onion, peeled, cut in half from top to bottom and finely sliced",onion
1/2 teaspoon pure vanilla extract,vanilla
6 healthy dollops of crème fraîche,crème fraîche
4 tablespoons solid-white shortening,shortening
4 tablespoons granulated sugar,sugar
"2 healthy bunches of chervil, picked",chervil
5 tablespoons butter at room temperature,butter
1 teaspoon pure vanilla extract,vanilla
1/3 cup water,water
1 1/3 cups sugar,sugar
1 1/2 cups heavy cream,cream
"Caramel sauce for ice cream (<a href=""http://cooking.nytimes.com/recipes/1040-caramel-sauce-for-ice-cream"">see recipe</a>)",Caramel
1 cup sugar,sugar
1 teaspoon pure vanilla extract,vanilla
9 egg yolks,egg
1 1/2 cups whole pecans,pecans
1/2 cup butter,butter
1 cup milk,milk
2 1/2 cups heavy cream,cream
3 teaspoons rose water,rose water
"1 1/4 pounds (about 3 1/2 cups) dried apricots, thinly sliced",apricots
1 1/4 cups sugar,sugar
1 cup shelled pistachios,pistachios
"2 large heads romaine lettuce, rinsed, dried and torn into bite size pieces",romaine lettuce
2/3 cup vegetable oil,vegetable oil
2 teaspoons kosher salt,salt
A few grinds fresh black pepper,black pepper
2 teaspoons ground cumin,cumin
1/4 cup freshly squeezed lemon juice,lemon
3 tablespoons pine nuts,pine nuts
2 cups long-grain rice,rice
1 1/4 teaspoons kosher salt,salt
1 cup chopped yellow onions,onions
6 tablespoons vegetable oil,vegetable oil
"Syrian rice for serving (<a href=""http://cooking.nytimes.com/recipes/1036-syrian-white-rice"">see recipe</a>)",Syrian rice
1 tablespoon tamarind paste (see note above),tamarind
1 tablespoon Worcestershire sauce,Worcestershire
3/4 cup lemon juice,lemon
1/4 cup light brown sugar,sugar
2 6-ounce cans tomato paste,tomato
"1 large eggplant, quartered lengthwise and cut into 1-inch slices",eggplant
12 ounces pitted prunes,prunes
"4 large waxy potatoes, peeled and cut into eighths",waxy potatoes
"6 medium onions, peeled and quartered",onions
3 tablespoons vegetable oil,vegetable oil
"1/8 teaspoon freshly ground black pepper, plus more to taste",black pepper
"2 teaspoons kosher salt, plus more to taste",salt
2 teaspoons cinnamon,cinnamon
2 teaspoons allspice,allspice
2 pounds moderately lean (85 percent) ground chuck,chuck
1/8 teaspoon ground cinnamon,cinnamon
3/4 teaspoon Aleppo pepper (see note) or cayenne pepper to taste,Aleppo pepper
1 teaspoon kosher salt,salt
2 teaspoons lemon juice,lemon
1 tablespoon vegetable oil,vegetable oil
1 clove garlic,garlic
1 1/2 cups tomato puree,tomato
1/4 cup golden raisins,raisins
"Pita wedges and spicy ketchup (<a href=""http://cooking.nytimes.com/recipes/1034-spicy-ketchup"">see recipe</a>) for serving",Pita wedges spicy ketchup
Vegetable oil for frying,Vegetable oil
